4 1 18 23 29 835 588 14 200 153 72 84 57 0 6 2 0 0 0 0
4 1 18 23 30 710 516 17 133 110 101 66 84 3 1 1 0 0 0 0
4 1 18 23 31 647 430 7 104 112 92 51 58 1 5 0 0 0 0 0
4 1 18 23 32 605 422 14 145 117 54 41 50 0 1 0 0 0 0 0
4 1 18 23 33 702 465 4 140 125 70 45 76 1 4 0 0 0 0 0
4 1 18 23 34 547 398 13 134 93 66 50 41 0 1 0 0 0 0 0
4 1 18 23 35 810 542 21 171 150 94 41 60 1 4 0 0 0 0 0
4 1 18 23 36 568 406 8 143 133 57 32 25 1 2 5 0 0 0 0
4 1 18 23 37 483 295 13 116 124 16 8 11 0 1 6 0 0 0 0
4 1 18 23 38 661 455 16 163 109 85 29 52 0 1 0 0 0 0 0
4 1 18 23 39 721 494 23 177 143 69 34 42 1 3 2 0 0 0 0
4 1 18 23 40 837 621 14 246 182 79 55 37 0 6 2 0 0 0 0
4 1 18 23 41 751 503 8 230 156 37 35 28 0 8 1 0 0 0 0
4 1 18 23 42 669 439 19 163 184 28 19 16 2 2 6 0 0 0 0
4 1 18 23 43 256 197 6 126 37 17 5 2 2 1 1 0 0 0 0
4 1 18 23 44 1026 577 8 239 163 63 55 41 1 3 4 0 0 0 0
4 1 18 23 45 792 518 15 198 195 29 52 22 2 0 5 0 0 0 0
4 1 18 23 46 885 571 13 255 192 46 29 25 1 1 9 0 0 0 0
4 1 18 23 47 752 497 4 167 199 44 34 31 7 5 6 0 0 0 0
4 1 18 23 48 490 299 10 95 132 30 16 7 1 2 6 0 0 0 0
4 1 18 23 49 492 308 7 120 143 15 7 7 0 2 7 0 0 0 0
4 1 18 23 50 832 596 43 316 162 24 23 21 0 4 3 0 0 0 0
4 1 18 23 51 1038 787 9 350 215 82 79 41 3 7 1 0 0 0 0
4 1 18 23 52 972 617 18 245 222 38 51 35 0 6 2 0 0 0 0
4 1 18 23 53 504 351 25 146 153 6 6 6 1 2 6 0 0 0 0
4 1 18 23 54 732 468 19 192 158 31 33 23 2 1 9 0 0 0 0
4 1 18 23 55 776 414 16 151 135 55 23 29 1 4 0 0 0 0 0
4 1 18 23 56 749 539 22 233 201 29 19 21 2 6 6 0 0 0 0
4 1 18 23 57 367 254 2 78 112 34 10 15 0 1 2 0 0 0 0
4 1 18 23 58 1077 693 28 279 240 40 51 41 2 10 2 0 0 0 0
4 1 18 23 59 679 460 22 192 170 35 19 17 1 4 0 0 0 0 0
4 1 18 23 60 740 542 46 189 228 33 23 16 2 4 1 0 0 0 0
4 1 18 23 61 777 577 28 209 178 81 45 28 1 6 1 0 0 0 0
4 1 18 23 62 788 572 40 206 211 29 36 32 6 7 5 0 0 0 0
4 1 18 23 63 792 468 16 147 194 47 25 29 1 6 3 0 0 0 0
4 1 18 23 64 814 533 18 169 234 45 26 39 1 1 0 0 0 0 0
4 1 18 23 65 799 555 12 170 226 52 39 45 0 5 6 0 0 0 0
4 1 18 23 66 801 531 17 185 228 29 27 35 1 6 3 0 0 0 0
4 1 18 23 67 756 558 23 269 179 26 27 27 2 3 2 0 0 0 0
4 1 18 23 68 694 460 15 166 157 49 47 25 0 1 0 0 0 0 0
4 1 18 23 69 487 334 5 126 146 18 17 14 0 4 4 0 0 0 0
4 1 18 23 70 840 544 15 186 233 38 33 32 1 5 1 0 0 0 0
4 1 18 23 71 694 444 10 193 164 23 23 27 2 2 0 0 0 0 0
4 1 18 23 72 942 642 29 234 205 60 65 38 1 6 4 0 0 0 0
4 1 18 23 73 543 377 8 153 171 10 12 12 1 1 9 0 0 0 0
4 1 18 23 74 538 306 0 136 133 11 15 2 0 2 7 0 0 0 0
4 1 18 23 75 500 304 14 118 130 15 4 8 1 5 9 0 0 0 0
4 1 18 23 76 713 469 31 155 115 62 56 38 4 7 1 0 0 0 0
4 1 18 23 77 688 478 12 167 98 72 60 54 0 12 3 0 0 0 0
4 1 18 23 78 661 426 5 168 160 35 26 30 1 1 0 0 0 0 0
4 1 18 23 79 711 524 8 174 134 67 64 72 0 5 0 0 0 0 0
4 1 18 23 80 614 390 21 120 180 29 18 12 1 0 9 0 0 0 0
4 1 18 23 81 969 697 32 271 238 47 69 34 1 4 1 0 0 0 0
4 1 18 23 82 690 442 9 166 190 29 32 11 0 3 2 0 0 0 0
4 1 18 23 83 717 435 18 204 172 12 7 12 0 3 7 0 0 0 0
4 1 18 23 84 766 440 13 200 167 6 16 10 1 4 23 0 0 0 0
4 1 18 23 85 715 490 26 199 201 22 22 15 0 1 4 0 0 0 0
4 1 18 23 86 559 404 6 169 186 16 7 9 1 5 5 0 0 0 0
4 1 18 23 87 570 371 6 155 132 23 28 20 1 4 2 0 0 0 0
4 1 18 23 88 422 269 14 88 121 17 12 13 1 2 1 0 0 0 0
4 1 18 23 89 722 480 26 179 224 13 13 13 2 3 7 0 0 0 0
4 1 18 23 90 595 382 12 167 168 16 8 7 0 1 3 0 0 0 0
4 1 18 23 91 604 410 16 152 139 27 42 28 0 2 4 0 0 0 0
4 1 18 23 92 801 545 23 228 190 28 45 26 0 5 0 0 0 0 0
4 1 18 23 93 599 412 6 146 153 24 35 42 0 2 4 0 0 0 0
4 1 18 23 94 799 499 13 156 237 20 18 18 4 10 23 0 0 0 0
4 1 18 23 95 614 377 12 126 149 16 43 18 3 4 6 0 0 0 0
4 1 18 23 96 904 606 13 266 214 39 34 27 3 4 6 0 0 0 0
4 1 18 23 97 790 512 17 189 166 46 51 31 0 5 7 0 0 0 0
4 1 18 23 98 353 251 6 75 110 13 20 23 0 2 2 0 0 0 0
4 1 18 23 99 622 406 6 139 113 27 72 45 1 1 2 0 0 0 0
4 1 18 23 100 496 315 10 105 124 29 24 17 4 1 1 0 0 0 0
4 1 18 23 101 750 498 3 191 131 47 61 50 1 11 3 0 0 0 0
4 1 18 23 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 18 23 103 0 8399 203 3489 2328 974 796 507 15 59 28 0 0 0 0
